y_field,match,match_norm,game_date,question_number,question,question_type,target_team,target_player,line,crowd_percent,submitted_percent,result,actual_rbp,source_batch,has_market_context,favorite_team,underdog_team,favorite_win_prob,underdog_win_prob,favorite_gap,target_team_win_prob,target_is_favorite,target_is_underdog,target_is_neutral_or_unknown,target_role_bucket,match_total_over_2_5_prob,btts_prob,halftime_draw_prob,target_team_implied_strength,is_player_prop,is_team_prop,is_match_prop,is_compound_question,is_second_half_question,is_halftime_question,is_threshold_question,threshold_line,is_fouls_question,is_cards_question,is_sot_question,is_corners_question,is_offsides_question,is_goal_question,is_penalty_question,is_favorite_dominance_question,is_underdog_activity_question,target_player_present
0.69,Belgium vs Iran,Belgium vs Iran,2026-06-21,Q6,Will Belgium win the match?,team_win,Belgium,nan,,69,68.0,No,2.51,live_lock_belgium_2026_06_21,1,Belgium,Iran,0.6824747721254838,0.11504668663232646,0.5674280854931574,0.6824747721254838,1,0,0,favorite,0.5287015465850637,0.4628576635921183,0.3749857019073003,0.6824747721254838,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1
0.5,Belgium vs Iran,Belgium vs Iran,2026-06-21,Q7,Will Belgium be winning at halftime?,halftime_team_lead,Belgium,nan,,50,43.0,No,8.87,live_lock_belgium_2026_06_21,1,Belgium,Iran,0.6824747721254838,0.11504668663232646,0.5674280854931574,0.6824747721254838,1,0,0,favorite,0.5287015465850637,0.4628576635921183,0.3749857019073003,0.6824747721254838,0,1,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,1
0.43,Belgium vs Iran,Belgium vs Iran,2026-06-21,Q8,Will Tielemans have 1 or more shots on target?,player_sot_over,Belgium,Tielemans,0.5,43,27.0,Yes,-18.18,live_lock_belgium_2026_06_21,1,Belgium,Iran,0.6824747721254838,0.11504668663232646,0.5674280854931574,0.6824747721254838,1,0,0,favorite,0.5287015465850637,0.4628576635921183,0.3749857019073003,0.6824747721254838,1,0,0,0,0,0,1,0.5,0,0,1,0,0,0,0,0,1,1
0.31,Belgium vs Iran,Belgium vs Iran,2026-06-21,Q9,"Will Taremi score or assist a goal, excluding own goals?",player_goal_or_assist,Iran,Taremi,,31,22.0,No,6.59,live_lock_belgium_2026_06_21,1,Belgium,Iran,0.6824747721254838,0.11504668663232646,0.5674280854931574,0.11504668663232646,0,1,0,underdog,0.5287015465850637,0.4628576635921183,0.3749857019073003,0.11504668663232646,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,1
0.52,Belgium vs Iran,Belgium vs Iran,2026-06-21,Q10,Will there be 9 or more total corners?,total_corners_over,nan,nan,8.5,52,52.0,No,2.28,live_lock_belgium_2026_06_21,1,Belgium,Iran,0.6824747721254838,0.11504668663232646,0.5674280854931574,,0,0,1,neutral_or_unknown,0.5287015465850637,0.4628576635921183,0.3749857019073003,,0,0,1,0,0,0,1,8.5,0,0,0,1,0,0,0,0,0,1
0.52,Uruguay vs Cape Verde,Uruguay vs Cape Verde,2026-06-21,Q1,Will Uruguay be caught offside 2 or more times?,team_offsides_over,Uruguay,nan,1.5,52,48.0,Yes,-2.08,live_lock_uruguay_capeverde_2026_06_21,1,Uruguay,Cape Verde,0.6910350894092354,0.09893983871537997,0.5920952506938555,0.6910350894092354,1,0,0,favorite,0.447276308240102,0.37378390440469383,0.3975667367885149,0.6910350894092354,0,1,0,0,0,0,1,1.5,0,0,0,0,1,0,0,0,0,1
0.6,Uruguay vs Cape Verde,Uruguay vs Cape Verde,2026-06-21,Q2,Will both teams have at least 1 shot on target in the second half?,both_teams_sot_2h_1plus,nan,nan,,60,68.0,No,-7.22,live_lock_uruguay_capeverde_2026_06_21,1,Uruguay,Cape Verde,0.6910350894092354,0.09893983871537997,0.5920952506938555,,0,0,1,neutral_or_unknown,0.447276308240102,0.37378390440469383,0.3975667367885149,,0,0,1,0,1,0,1,,0,0,1,0,0,0,0,0,0,1
0.49,Uruguay vs Cape Verde,Uruguay vs Cape Verde,2026-06-21,Q3,Will Cape Verde receive more cards than Uruguay?,team_more_cards,Cape Verde,nan,,49,54.0,No,-3.24,live_lock_uruguay_capeverde_2026_06_21,1,Uruguay,Cape Verde,0.6910350894092354,0.09893983871537997,0.5920952506938555,0.09893983871537997,0,1,0,underdog,0.447276308240102,0.37378390440469383,0.3975667367885149,0.09893983871537997,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1
0.3,Uruguay vs Cape Verde,Uruguay vs Cape Verde,2026-06-21,Q4,Will a penalty kick be awarded in the match?,penalty_awarded,nan,nan,,30,31.0,No,1.17,live_lock_uruguay_capeverde_2026_06_21,1,Uruguay,Cape Verde,0.6910350894092354,0.09893983871537997,0.5920952506938555,,0,0,1,neutral_or_unknown,0.447276308240102,0.37378390440469383,0.3975667367885149,,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,1
0.47,Uruguay vs Cape Verde,Uruguay vs Cape Verde,2026-06-21,Q5,Will Uruguay commit more fouls than Cape Verde?,team_more_fouls,Uruguay,nan,,47,42.0,Yes,-3.17,live_lock_uruguay_capeverde_2026_06_21,1,Uruguay,Cape Verde,0.6910350894092354,0.09893983871537997,0.5920952506938555,0.6910350894092354,1,0,0,favorite,0.447276308240102,0.37378390440469383,0.3975667367885149,0.6910350894092354,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1
0.35,Uruguay vs Cape Verde,Uruguay vs Cape Verde,2026-06-21,Q6,Will Cape Verde have 2 or more shots on target in the second half?,team_sot_2h_over,Cape Verde,nan,1.5,35,37.0,Yes,5.15,live_lock_uruguay_capeverde_2026_06_21,1,Uruguay,Cape Verde,0.6910350894092354,0.09893983871537997,0.5920952506938555,0.09893983871537997,0,1,0,underdog,0.447276308240102,0.37378390440469383,0.3975667367885149,0.09893983871537997,0,1,0,0,1,0,1,1.5,0,0,1,0,0,0,0,0,1,1
0.69,Uruguay vs Cape Verde,Uruguay vs Cape Verde,2026-06-21,Q7,Will Uruguay win the match?,team_win,Uruguay,nan,,69,69.0,No,1.81,live_lock_uruguay_capeverde_2026_06_21,1,Uruguay,Cape Verde,0.6910350894092354,0.09893983871537997,0.5920952506938555,0.6910350894092354,1,0,0,favorite,0.447276308240102,0.37378390440469383,0.3975667367885149,0.6910350894092354,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1
0.29,Uruguay vs Cape Verde,Uruguay vs Cape Verde,2026-06-21,Q8,Will Cape Verde score in the second half?,team_score_2h,Cape Verde,nan,,29,31.0,Yes,4.86,live_lock_uruguay_capeverde_2026_06_21,1,Uruguay,Cape Verde,0.6910350894092354,0.09893983871537997,0.5920952506938555,0.09893983871537997,0,1,0,underdog,0.447276308240102,0.37378390440469383,0.3975667367885149,0.09893983871537997,0,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,1,1
0.38,Uruguay vs Cape Verde,Uruguay vs Cape Verde,2026-06-21,Q9,"Will Darwin Núñez score or assist a goal, excluding own goals?",player_goal_or_assist,Uruguay,Darwin Núñez,,38,40.0,No,2.09,live_lock_uruguay_capeverde_2026_06_21,1,Uruguay,Cape Verde,0.6910350894092354,0.09893983871537997,0.5920952506938555,0.6910350894092354,1,0,0,favorite,0.447276308240102,0.37378390440469383,0.3975667367885149,0.6910350894092354,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,1
0.53,Uruguay vs Cape Verde,Uruguay vs Cape Verde,2026-06-21,Q10,Will Uruguay have 6 or more shots on target?,team_sot_over,Uruguay,nan,5.5,53,45.0,No,11.47,live_lock_uruguay_capeverde_2026_06_21,1,Uruguay,Cape Verde,0.6910350894092354,0.09893983871537997,0.5920952506938555,0.6910350894092354,1,0,0,favorite,0.447276308240102,0.37378390440469383,0.3975667367885149,0.6910350894092354,0,1,0,0,0,0,1,5.5,0,0,1,0,0,0,0,0,1,1
